Name	Degree	NorDegree
Koei	1	0.0485623003195
WomenTalk	16	3.19616613419
home-sale	6	0.364217252396
novel	3	0.0153354632588
MenTalk	1	2.14760383387
RESIT	1	0.0127795527157
car	12	0.631309904153
HsinTien	2	0.0811501597444
ask	3	0.564217252396
Headphone	3	0.101597444089
need_student	1	0.0185303514377
TW-language	1	0.0594249201278
SENIORHIGH	1	0.157827476038
Diary	3	0.996805111821
toberich	3	0.0945686900958
Test	1	1.41725239617
movie	3	1.67987220447
Gossiping	59	19.1233226837
Aviation	1	0.453674121406
Steam	1	0.237060702875
Taipei	1	0.254952076677
